-45;126.026;124.476;121.479;119.381;117.283;1.157.845;114.286
-42.5;123.824;122.577;120.13;118.082;116.034;1.147.355;113.437
-40;121.922;120.679;118.781;116.833;114.885;113.836;112.787
-37.5;120.32;118.981;117.433;1.156.595;113.886;112.962;112.038
-35;118.719;117.582;116.184;1.145.855;112.987;112.038;111.089
-32.5;117.117;116.234;114.885;1.134.865;112.088;111.114;110.14
-30;115.716;114.885;113.586;1.123.375;111.089;110.19;109.291
-27.5;114.164;113.287;112.338;111.164;109.99;1.093.655;108.741
-25;112.613;111.688;111.189;110.14;109.091;1.085.415;107.992
-22.5;111.261;110.29;110.04;109.141;108.242;1.076.425;107.043
-20;110.01;109.091;108.891;108.092;107.293;1.066.935;106.094
-17.5;108.759;108.192;107.692;106.993;106.294;1.057.945;105.295
-15;107.407;107.393;106.593;105.944;105.295;1.048.455;104.396
-12.5;106.056;106.344;105.694;105.045;104.396;103.996;103.596
-10;104.805;105.095;104.695;1.041.455;103.596;1.031.465;102.697
-7.5;103.654;103.846;103.497;103.172;102.847;1.023.475;101.848
-5;102.402;102.697;102.398;102.148;101.898;1.015.985;101.299
-2.5;101.151;101.449;101.149;101.074;100.999;100.874;100.749
0;100;100;100;100;100;100;100
2.5;98.899;98.801;99.001;99.001;99.001;99.051;99.101
5;97.798;97.802;98.102;98.052;98.002;98.102;98.202
7.5;96.697;96.803;97.103;97.128;97.153;97.278;97.403
10;95.696;95.704;96.004;96.104;96.204;963.535;96.503
12.5;94.795;94.905;95.105;95.23;95.355;955.545;95.754
15;93.794;93.906;94.306;944.555;94.605;94.855;95.105
17.5;92.743;92.907;93.457;936.065;93.756;94.106;94.456
20;91.792;91.908;92.507;92.657;92.807;933.065;93.806
22.5;91.041;90.909;91.508;91.733;91.958;925.075;93.057
25;90.19;90.01;90.609;90.959;91.309;917.585;92.208
27.5;89.289;89.261;89.76;901.595;90.559;91.009;91.459
30;88.388;88.511;89.011;894.105;89.81;902.095;90.609
32.5;87.387;87.712;88.262;886.115;88.961;894.105;89.86
35;86.386;86.713;87.512;87.912;88.312;887.615;89.211
37.5;85.485;85.714;86.713;871.375;87.562;880.615;88.561
40;84.685;84.815;85.614;862.135;86.813;872.125;87.612
42.5;83.784;83.816;84.515;852.145;85.914;863.885;86.863
45;82.783;83.017;83.616;843.155;85.015;856.645;86.314
47.5;81.782;82.168;82.767;834.165;84.066;84.815;85.564
50;80.781;81.419;82.018;825.175;83.017;83.816;84.615
52.5;79.83;80.42;81.219;817.185;82.218;82.917;83.616
55;78.979;79.52;80.22;808.195;81.419;82.018;82.617
57.5;78.228;78.621;79.371;798.955;80.42;81.144;81.868
60;77.377;77.722;78.521;790.705;79.62;803.695;81.119
62.5;76.476;76.823;77.522;781.965;78.871;795.455;80.22
65;75.576;75.724;76.424;77.273;78.122;787.715;79.421
67.5;74.575;74.725;75.524;764.235;77.323;77.997;78.671
70;73.473;73.826;74.525;754.245;76.324;77.123;77.922
72.5;72.472;72.827;73.626;744.755;75.325;76.149;76.973
75;71.572;71.928;72.727;735.265;74.326;75.275;76.224
77.5;70.571;70.979;71.828;726.275;73.427;74.326;75.225
80;69.57;70.03;70.929;716.285;72.328;73.377;74.426
82.5;68.569;69.031;69.88;706.295;71.379;724.525;73.526
85;67.467;68.032;68.831;69.68;70.529;71.528;72.527
87.5;66.416;66.983;67.682;68.606;69.53;70.529;71.528
90;65.265;65.834;66.633;67.582;68.531;69.58;70.629
92.5;63.714;64.436;65.634;66.633;67.632;68.681;69.73
95;60.961;62.937;64.535;65.584;66.633;67.682;68.731
97.5;54.454;60.739;63.237;644.355;65.634;66.758;67.882
100;43.143;56.643;61.638;630.865;64.535;65.734;66.933
102.5;29.129;48.352;59.341;61.364;63.387;646.605;65.934
105;17.317;36.364;55.345;587.915;62.238;636.365;65.035
107.5;10.811;24.176;48.002;544.955;60.989;625.125;64.036
110;8.108;15.385;37.463;485.515;59.64;613.385;63.037
112.5;7.207;11.039;26.424;41.983;57.542;59.665;61.788
115;6.707;9.091;18.082;36.164;54.246;573.925;60.539
117.5;6.456;8.292;13.586;30.794;48.002;536.715;59.341
120;6.206;7.792;11.489;25.375;39.261;487.515;58.242
122.5;5.956;7.393;10.589;202.045;29.82;43.107;56.394
125;5.806;7.093;9.99;16.134;22.278;378.625;53.447
127.5;5.556;6.743;9.491;136.365;17.782;33.017;48.252
130;5.405;6.494;8.991;122.875;15.584;281.215;40.659
132.5;5.205;6.144;8.541;114.885;14.436;23.302;32.168
135;5.005;5.994;8.192;10.889;13.586;193.305;25.075
137.5;4.905;5.744;7.842;104.145;12.987;16.808;20.629
140;4.805;5.495;7.493;99.405;12.388;15.285;18.182
142.5;4.655;5.345;7.143;95.155;11.888;144.355;16.983
145;4.505;5.195;6.893;9.191;11.489;137.865;16.084
147.5;4.404;4.995;6.593;8.816;11.039;13.187;15.335
150;4.404;4.895;6.294;84.415;10.589;12.637;14.685
152.5;0;4.795;6.094;8.092;10.09;12.088;14.086
155;0;4.795;5.994;7.842;9.69;11.638;13.586
157.5;0;0;5.944;76.425;9.341;11.214;13.087
160;0;0;5.994;74.925;8.991;10.839;12.687
162.5;0;0;0;43.205;8.641;104.395;12.238
165;0;0;0;4.146;8.292;10.09;11.888
167.5;0;0;0;4.121;8.242;98.155;11.389
170;0;0;0;4.196;8.392;96.405;10.889
172.5;0;0;0;0;0;52.695;10.539
175;0;0;0;0;0;5.195;10.39
177.5;0;0;0;0;0;5.095;10.19
180;0;0;0;0;0;5.095;10.19
