;15;50;100;150;200;250;300
-180;0;0;0;0;0;73.925;14.785
-177.5;0;0;0;0;0;74.925;14.985
-175;0;0;0;0;0;76.925;15.385
-172.5;0;0;0;0;0;7.967;15.934
-170;0;0;0;5.794;11.588;14.036;16.484
-167.5;0;0;0;5.919;11.838;144.855;17.133
-165;0;0;0;6.144;12.288;15.035;17.782
-162.5;0;0;0;64.185;12.837;156.595;18.482
-160;0;0;7.792;105.895;13.387;16.334;19.281
-157.5;0;0;7.992;10.964;13.936;17.008;20.08
-155;0;5.994;8.292;114.385;14.585;17.782;20.979
-152.5;0;6.044;8.641;11.938;15.235;185.315;21.828
-150;5.205;6.294;9.091;125.375;15.984;193.805;22.777
-147.5;5.355;6.543;9.491;13.112;16.733;203.045;23.876
-145;5.506;6.793;9.99;137.365;17.483;21.229;24.975
-142.5;5.756;7.143;10.539;144.355;18.332;22.328;26.324
-140;6.006;7.493;11.089;15.185;19.281;235.265;27.772
-137.5;6.256;7.792;11.738;16.059;20.38;254.745;30.569
-135;6.507;8.192;12.388;169.335;21.479;288.715;36.264
-132.5;6.857;8.691;13.137;17.957;22.777;353.395;47.902
-130;7.207;9.191;13.986;19.231;24.476;447.055;64.935
-127.5;7.508;9.74;14.885;21.154;27.423;555.695;83.716
-125;7.908;10.39;15.884;24.875;33.866;66.134;98.402
-122.5;8.408;11.139;17.183;32.318;47.453;76.998;106.543
-120;8.809;11.988;18.881;432.565;67.632;88.911;110.19
-117.5;9.409;13.037;22.128;556.445;89.161;1.004.745;111.788
-115;10.11;14.585;29.87;676.325;105.395;109.041;112.687
-112.5;11.311;17.882;46.553;800.945;113.636;1.134.615;113.287
-110;13.714;26.374;71.429;94.206;116.983;1.153.845;113.786
-107.5;21.522;45.554;97.353;1.077.675;118.182;116.159;114.136
-105;40.641;74.226;115.884;1.174.325;118.981;1.166.335;114.286
-102.5;72.823;103.347;124.376;1.218.535;119.331;1.169.085;114.486
-100;106.507;123.277;127.373;1.234.765;119.58;1.171.325;114.685
-97.5;128.629;131.668;128.122;123.851;119.58;1.171.825;114.785
-95;137.638;134.266;128.272;123.926;119.58;1.171.825;114.785
-92.5;139.389;134.665;128.222;123.876;119.53;1.171.075;114.685
-90;139.139;134.466;127.972;1.236.765;119.381;117.033;114.685
-87.5;138.288;133.916;127.672;1.234.515;119.231;116.908;114.585
-85;137.237;133.167;127.173;123.127;119.081;1.167.835;114.486
-82.5;136.086;132.318;126.623;122.677;118.731;1.164.835;114.236
-80;134.935;131.369;125.974;122.128;118.282;116.184;114.086
-77.5;133.684;130.47;125.225;1.216.035;117.982;115.859;113.736
-75;132.432;129.471;124.476;121.029;117.582;1.155.345;113.487
-72.5;131.181;128.372;123.776;1.204.795;117.183;115.16;113.137
-70;129.93;127.373;122.977;119.88;116.783;114.835;112.887
-67.5;128.679;126.224;122.178;119.181;116.184;1.143.855;112.587
-65;127.327;125.075;121.379;1.185.315;115.684;113.936;112.188
-62.5;125.976;123.976;120.48;1.177.825;115.085;1.135.115;111.938
-60;124.825;122.877;119.58;1.170.825;114.585;1.130.865;111.588
-57.5;123.574;121.778;118.731;1.163.335;113.936;1.124.875;111.039
-55;122.322;120.679;117.882;1.155.845;113.287;1.118.885;110.49
-52.5;120.971;119.58;116.983;114.835;112.687;1.114.135;110.14
-50;119.72;118.382;116.084;114.086;112.088;110.839;109.59
-47.5;118.468;117.283;115.085;113.237;111.389;110.24;109.091
-45;117.217;116.184;114.086;1.123.875;110.689;109.74;108.791
-42.5;115.966;115.085;113.237;1.117.135;110.19;109.241;108.292
-40;114.815;113.986;112.288;1.108.895;109.491;1.086.415;107.792
-37.5;113.664;112.887;111.439;110.19;108.941;108.167;107.393
-35;112.613;111.788;110.589;1.094.405;108.292;1.075.925;106.893
-32.5;111.612;110.789;109.74;108.766;107.792;107.093;106.394
-30;110.611;109.89;108.991;108.092;107.193;1.065.435;105.894
-27.5;109.56;108.991;108.142;1.073.675;106.593;106.044;105.495
-25;108.509;108.092;107.393;1.066.935;105.994;1.054.945;104.995
-22.5;107.658;107.243;106.643;105.994;105.345;1.049.205;104.496
-20;106.707;106.294;105.794;1.052.445;104.695;1.043.955;104.096
-17.5;105.806;105.445;104.995;1.045.205;104.046;103.796;103.546
-15;104.905;104.695;104.196;1.037.965;103.397;103.247;103.097
-12.5;104.154;103.796;103.447;103.122;102.797;102.722;102.647
-10;103.203;102.997;102.697;1.024.975;102.298;102.198;102.098
-7.5;102.352;102.248;102.048;101.873;101.698;1.015.235;101.349
-5;101.602;101.499;101.399;101.299;101.199;100.999;100.799
-2.5;100.751;100.749;100.649;100.624;100.599;1.004.995;100.4
0;100;100;100;100;100;100;100
