     ;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400
0;0.19847;0.22454;0.25062;0.27669;0.30277;0.32324;0.33966;0.35605;0.37066;0.38529;0.39693;0.40865;0.4168;0.42492;0.4331;0.43936;0.44561;0.45184;0.45809;0.46435;0.46435;0.46435;0.46434;0.46433;0.46429;0.46424;0.46419;0.46413;0.46408;0.46403;0.46397;0.46392;0.46387;0.46381;0.46376;0.46371;0.46365;0.4636;0.46355;0.46349
5;0.54496;0.560005;0.57505;0.590095;0.60514;0.61759;0.62685;0.636005;0.644875;0.65382;0.66076;0.667725;0.67273;0.677695;0.682705;0.686445;0.690115;0.69377;0.697445;0.701125;0.70123;0.70123;0.701225;0.701215;0.70118;0.701135;0.70109;0.701035;0.70099;0.700945;0.700895;0.70085;0.7008;0.70075;0.700705;0.70066;0.70061;0.70056;0.700515;0.700465
10;0.89145;0.89547;0.89948;0.9035;0.90751;0.91194;0.91404;0.91596;0.91909;0.92235;0.92459;0.9268;0.92866;0.93047;0.93231;0.93353;0.93462;0.9357;0.9368;0.9379;0.93811;0.93811;0.93811;0.9381;0.93807;0.93803;0.93799;0.93794;0.9379;0.93786;0.93782;0.93778;0.93773;0.93769;0.93765;0.93761;0.93757;0.93752;0.93748;0.93744
15;0.943925;0.94623;0.94853;0.95083;0.95313;0.95517;0.956395;0.957595;0.959125;0.960665;0.96168;0.96266;0.96351;0.964355;0.9652;0.96576;0.966265;0.96677;0.96728;0.96779;0.96788;0.96788;0.96788;0.96788;0.96787;0.96786;0.967855;0.96784;0.967835;0.967825;0.967815;0.96781;0.967795;0.96779;0.96778;0.96777;0.967765;0.96775;0.96774;0.967735
20;0.9964;0.99699;0.99758;0.99816;0.99875;0.9984;0.99875;0.99923;0.99916;0.99898;0.99877;0.99852;0.99836;0.99824;0.99809;0.99799;0.99791;0.99784;0.99776;0.99768;0.99765;0.99765;0.99765;0.99766;0.99767;0.99769;0.99772;0.99774;0.99777;0.99779;0.99781;0.99784;0.99786;0.99789;0.99791;0.99793;0.99796;0.99798;0.998;0.99803
25;0.97856;0.98037;0.982185;0.983995;0.985805;0.986465;0.987355;0.98834;0.98878;0.98907;0.989045;0.988765;0.988695;0.98874;0.988735;0.988795;0.98891;0.98905;0.989155;0.989265;0.989345;0.989345;0.989355;0.98937;0.9894;0.989455;0.989515;0.98957;0.98963;0.989685;0.98974;0.9898;0.989855;0.989915;0.98997;0.990025;0.990085;0.990135;0.99019;0.99025
30;0.96072;0.96375;0.96679;0.96983;0.97286;0.97453;0.97596;0.97745;0.9784;0.97916;0.97932;0.97901;0.97903;0.97924;0.97938;0.9796;0.97991;0.98026;0.98055;0.98085;0.98104;0.98104;0.98106;0.98108;0.98113;0.98122;0.98131;0.9814;0.98149;0.98158;0.98167;0.98176;0.98185;0.98194;0.98203;0.98212;0.98221;0.98229;0.98238;0.98247
35;0.94085;0.94463;0.94842;0.952205;0.955985;0.95901;0.961175;0.96318;0.964825;0.96631;0.96715;0.967315;0.96763;0.96801;0.968295;0.96867;0.96918;0.96974;0.970225;0.970715;0.9711;0.9711;0.97112;0.97115;0.97122;0.97134;0.97146;0.97158;0.971705;0.971825;0.971945;0.972065;0.972185;0.972305;0.972425;0.972545;0.97267;0.972785;0.972905;0.973025
40;0.92098;0.92551;0.93005;0.93458;0.93911;0.94349;0.94639;0.94891;0.95125;0.95346;0.95498;0.95562;0.95623;0.95678;0.95721;0.95774;0.95845;0.95922;0.9599;0.96058;0.96116;0.96116;0.96118;0.96122;0.96131;0.96146;0.96161;0.96176;0.96192;0.96207;0.96222;0.96237;0.96252;0.96267;0.96282;0.96297;0.96313;0.96328;0.96343;0.96358
45;0.89949;0.905545;0.911605;0.91766;0.92371;0.92808;0.931415;0.93471;0.937515;0.93996;0.94197;0.9431;0.944085;0.944815;0.94539;0.946045;0.94685;0.947735;0.94851;0.94929;0.950045;0.95004;0.95006;0.950105;0.9502;0.950365;0.95053;0.950695;0.950865;0.95103;0.95119;0.951355;0.95152;0.951685;0.95185;0.952015;0.952185;0.95235;0.952515;0.95268
50;0.878;0.88558;0.89316;0.90074;0.90831;0.91267;0.91644;0.92051;0.92378;0.92646;0.92896;0.93058;0.93194;0.93285;0.93357;0.93435;0.93525;0.93625;0.93712;0.938;0.93893;0.93892;0.93894;0.93899;0.93909;0.93927;0.93945;0.93963;0.93981;0.93999;0.94016;0.94034;0.94052;0.9407;0.94088;0.94106;0.94124;0.94142;0.9416;0.94178
