       ;15;50;100;150;200;250;300
0;100;100;100;100;100;100;100
2.5;100.15;99.95;100;99.95;99.9;100;100.1
5;100.2;100;100;99.95;99.9;100.05;100.2
7.5;100.4;100.1;100;99.95;99.9;100.1;100.3
10;100.5;100.2;100.1;100;99.9;100.1;100.3
12.5;100.7;100.35;100.1;100.05;100;100.225;100.45
15;100.9;100.5;100.2;100.1;100;100.25;100.5
17.5;101.05;100.6;100.25;100.2;100.15;100.275;100.4
20;101.3;100.7;100.4;100.3;100.2;100.35;100.5
22.5;101.45;100.85;100.45;100.4;100.35;100.475;100.6
25;101.7;101;100.6;100.55;100.5;100.6;100.7
27.5;101.95;101.2;100.7;100.625;100.55;100.675;100.8
30;102.2;101.4;100.8;100.75;100.7;100.8;100.9
32.5;102.4;101.55;100.95;100.875;100.8;100.9;101
35;102.6;101.7;101.1;101;100.9;101;101.1
37.5;102.85;101.85;101.3;101.125;100.95;101.075;101.2
40;103;102;101.5;101.25;101;101.15;101.3
42.5;103.2;102.2;101.65;101.375;101.1;101.2;101.3
45;103.3;102.4;101.8;101.5;101.2;101.3;101.4
47.5;103.45;102.55;101.95;101.625;101.3;101.4;101.5
50;103.6;102.7;102.1;101.75;101.4;101.5;101.6
52.5;103.7;102.8;102.2;101.825;101.45;101.525;101.6
55;103.8;102.9;102.3;101.9;101.5;101.6;101.7
57.5;103.85;103;102.45;102.025;101.6;101.65;101.7
60;103.9;103.1;102.5;102.1;101.7;101.75;101.8
62.5;104;103.1;102.6;102.15;101.7;101.75;101.8
65;104.1;103.2;102.6;102.15;101.7;101.75;101.8
67.5;104.2;103.2;102.7;102.2;101.7;101.75;101.8
70;104.3;103.2;102.7;102.2;101.7;101.7;101.7
72.5;104.4;103.3;102.7;102.15;101.6;101.65;101.7
75;104.4;103.3;102.7;102.1;101.5;101.55;101.6
77.5;104.5;103.3;102.8;102.15;101.5;101.5;101.5
80;104.6;103.4;102.7;102.05;101.4;101.4;101.4
82.5;104.6;103.4;102.7;102.025;101.35;101.325;101.3
85;104.7;103.5;102.7;102;101.3;101.25;101.2
87.5;104.7;103.55;102.7;102;101.3;101.2;101.1
90;104.8;103.6;102.6;101.9;101.2;101.1;101
92.5;104.8;103.7;102.55;101.875;101.2;101.05;100.9
95;104.8;103.7;102.5;101.85;101.2;101;100.8
97.5;104.9;103.8;102.4;101.75;101.1;100.9;100.7
100;105;103.9;102.3;101.65;101;100.8;100.6
